year,occasion,site,food_trt,helm_trt,date,sess,trap,tag,sex,per,nip,preg,test,fate,handler,notes,,,,,,,,,,
2021,5,radio,supplement,control,9/4/2021,2,C3,219946,not noted,not noted,not noted,not noted,not noted,R,SK,multicap w/ 2 voles,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,3,I3,219816,not noted,not noted,not noted,not noted,not noted,R,SC,FE0598-2 collected,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,3,G4,226011,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,3,I2,226298,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,3,I2,219843,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,3,G2,219958,not noted,not noted,not noted,not noted,not noted,R,SC,"multicap w/ vole. Originally written as 219958 in the datasheet, but 219958 was captured twice at Puro. 219598 is a vole that was processed at Radio in the same month in a nearby trap (G1) and was a WR in trap G1 as well during occasion 5, so we (JV, JM) believe this was the proper tag number",,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,3,G2,226726,not noted,not noted,not noted,not noted,not noted,R,SC,"multicap w/ vole, fresh FR0610, FE0610-2 collected",,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,3,I5,219567,not noted,not noted,not noted,not noted,not noted,R,SC,"FE0609-2 collected, multicap w/ vole",,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,3,I6,219715,not noted,not noted,not noted,not noted,not noted,R,SC,FR 0613 not collected,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,4,I2,219843,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,4,C4,219946,not noted,not noted,not noted,not noted,not noted,R,BN ,,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,4,C3,226182,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,4,B3,219788,,,,,,,BN,FE0611-2 collected,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,4,G2,226726,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,radio,supplement,control,9/5/2021,4,G1,219598,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/4/2021,2,A5,219811,not noted,not noted,not noted,not noted,not noted,R,SK,multi w/ vole,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/4/2021,2,I2,226790,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/4/2021,2,F5,226715,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/4/2021,2,I3,219975,not noted,not noted,not noted,not noted,not noted,R,JV,multi w/ 2 other voles,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/4/2021,2,I3,226739,M,NA,NA,NA,0,R,JV,multi w/ 2 other voles,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/4/2021,2,E5,226799,not noted,not noted,not noted,not noted,not noted,R,BN,multi w/ shrew,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,E3,219903,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,E4,226715,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,I3,226785,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,I3,219975,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,I1,226720,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,H3,226787,not noted,not noted,not noted,not noted,not noted,R,BN,PP,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,H3,226739,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,H3,226714,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,K2,226746,not noted,not noted,not noted,not noted,not noted,R,SC,"multicap w/ vole, more FE collected",,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,K2,226765,not noted,not noted,not noted,not noted,not noted,R,SC,multicap w/ vole,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,J4,226786,not noted,not noted,not noted,not noted,not noted,R,SC,"FR collected, more FE collected",,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,K5,226702,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,J1,226756,not noted,not noted,not noted,not noted,not noted,R,SC,more FE collected,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,J1,219791,not noted,not noted,not noted,not noted,not noted,R,SC,fresh FR collected 5-3,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,B4,219727,not noted,not noted,not noted,not noted,not noted,R,SK,fresh FR collected,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,B5,219811,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,A3,219761,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,A4,226251,not noted,not noted,not noted,not noted,not noted,R,JV,"multicap w/ vole, FE collected 5-3",,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,A4,226708,not noted,not noted,not noted,not noted,not noted,R,SK,"multicap w/ vole, FE collected 5-3",,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,A5,226771,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ vole,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,A5,226162,not noted,not noted,not noted,not noted,not noted,R,JV,"multicap w/ vole, more FE collected",,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,I1,226790,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,3,I6,219701,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,I3,219975,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,K6,226702,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,J1,219791,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,I1,219720,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,K1,226756,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,I2,226790,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,K2,219514,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,H4,226786,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,F4,226715,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,F4,226799,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,H2,226785,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,A3,219761,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,A4,226251,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,K2,226765,not noted,not noted,not noted,not noted,not noted,R,SC,FE0577 collected,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,D1,219798,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,janakkala,supplement,deworm,9/5/2021,4,F5,226062,not noted,not noted,not noted,not noted,not noted,R,SC,FR0593 fresh collected,,,,,,,,,,
2021,5,talo,supplement,deworm,9/11/2021,2,F2,219751,not noted,not noted,not noted,not noted,not noted,R,SK,multi w/ vole,,,,,,,,,,
2021,5,talo,supplement,deworm,9/11/2021,2,F2,219901,not noted,not noted,not noted,not noted,not noted,R,SK,"FR750 collected, multi w/ vole",,,,,,,,,,
2021,5,talo,supplement,deworm,9/11/2021,2,A6,219735,not noted,not noted,not noted,not noted,not noted,R,NM,FE0732 collecte,,,,,,,,,,
2021,5,talo,supplement,deworm,9/11/2021,2,A4,226179,not noted,not noted,not noted,not noted,not noted,AR,JV,"multi w/ 2 voles, released at car (accidentally)",,,,,,,,,,
2021,5,talo,supplement,deworm,9/11/2021,2,C1,219889,not noted,not noted,not noted,not noted,not noted,R,NM,FR0740 collected,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,K4,226769,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,C5,226180,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,D3,219709,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,F3,219751,not noted,not noted,not noted,not noted,not noted,R,NM,multicap w/ vole,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,F3,219901,not noted,not noted,not noted,not noted,not noted,R,NM,multicap w/ vole,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,E2,219889,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,D2,226179,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,G1,219718,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,H1,219770,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,G2,226776,not noted,not noted,not noted,not noted,not noted,R,SK,multicap with vole,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,A4,226230,not noted,not noted,not noted,not noted,not noted,R,SK,"multicap w/ vole, FR collected FE collected 0763",,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,C1,219861,not noted,not noted,not noted,not noted,not noted,R,SK,multicap w/ vole FE0735-2 collected,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,C1,219707,not noted,not noted,not noted,not noted,not noted,R,SK,"multicap w/ vole, FE0734-2 collected",,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,I5,226112,not noted,not noted,not noted,not noted,not noted,R,SK,more FR collected,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,I4,219700,not noted,not noted,not noted,not noted,not noted,R,SK,FR collected,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,3,B2,226187,not noted,not noted,not noted,not noted,not noted,R,SK,FE collected,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,J1,219856,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,C1,219861,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,K5,226769,not noted,not noted,not noted,not noted,not noted,S,SK,"FE+FR collected 5-4, 0779 euthanized 5-4, 15 g F",,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,I5,226258,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,K3,226277,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,G3,219901,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,A4,226230,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,C3,219710,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,C5,226180,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,D2,226179,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,C6,219854,not noted,not noted,not noted,not noted,not noted,R,SC,"FR 0730, FE collected 5-4",,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,B5,226281,not noted,not noted,not noted,not noted,not noted,S,SC,"FR0763 collected 5-4, euthanized 5-4, 15.5g M",,,,,,,,,,
2021,5,talo,supplement,deworm,9/12/2021,4,A2,219725,not noted,not noted,not noted,not noted,not noted,R,SC,FE+FR 0741 collected 5-4,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/11/2021,2,D5,226778,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/11/2021,2,K2,219870,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/12/2021,3,D5,226778,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/12/2021,3,I6,219873,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/12/2021,3,A2,226104,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/12/2021,3,C6,226707,not noted,not noted,not noted,not noted,not noted,S,SC,euthanized 5-3,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/12/2021,4,A1,226044,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/12/2021,4,J1,219870,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/12/2021,4,K6,219873,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,kiirastuli,control,deworm,9/12/2021,4,D3,226778,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/11/2021,2,G1,226194,not noted,not noted,not noted,not noted,not noted,R,JV,FR collected 5-2,,,,,,,,,,
2021,5,mustikka,control,deworm,9/11/2021,2,E4,219785,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/11/2021,2,B5,226712,not noted,not noted,not noted,not noted,not noted,R,NM,More FE colllected,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,J1,226194,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,H3,219926,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,I5,226723,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,H4,219663,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,D5,226759,not noted,not noted,not noted,not noted,not noted,R,NM,"FR/FE 0715 collected, FR not fresh",,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,E4,219785,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,D3,219772,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,B5,226712,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,B3,226125,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,A3,226788,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,3,A4,219812,not noted,not noted,not noted,not noted,not noted,R,SC,multicap w/ shrew,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,4,A3,219812,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,4,C1,226125,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,4,B5,226712,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,4,E4,219785,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,4,I5,226723,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,4,G5,219926,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,mustikka,control,deworm,9/12/2021,4,G1,226194,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/14/2021,2,J4,219800,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/14/2021,2,B3,226186,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/14/2021,2,F2,219733,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,3,D1,226791,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,3,F2,219753,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,3,A4,226186,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,3,J1,226226,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,3,G2,219733,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,3,I4,219800,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,4,A2,226186,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,4,A5,226219,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,4,F1,219733,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,4,F2,219753,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,4,K2,226226,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,ketunpesa,control,deworm,9/15/2021,4,J4,219800,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,A4,219698,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,A5,226232,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,B5,219738,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,F1,226105,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,J3,226255,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,E1,226233,not noted,not noted,not noted,not noted,not noted,R,SK,FR0815 collected,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,K2,219815,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,K1,226264,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,H2,226722,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,G3,226205,not noted,not noted,not noted,not noted,not noted,R,NM,FR0818 ,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,I6,219819,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,3,I5,226206,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,4,A5,226232,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,4,F1,226105,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,4,G5,226206,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,4,G3,226255,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,puro,supplement,deworm,9/15/2021,4,E1,226233,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/14/2021,2,F2,226189,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/14/2021,2,K4,226224,not noted,not noted,not noted,not noted,not noted,R,,FE+FR0788 collected,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/14/2021,2,A1,226253,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/15/2021,3,E6,226278,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/15/2021,3,C6,226144,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/15/2021,3,K4,226224,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/15/2021,3,D5,226284,not noted,not noted,not noted,not noted,not noted,R,SK,"multicap w/ vole, FE collected",,,,,,,,,,
2021,5,kuoppa,supplement,control,9/15/2021,3,D5,226210,not noted,not noted,not noted,not noted,not noted,R,SK,"multicap w/ vole, more FE collected 0793",,,,,,,,,,
2021,5,kuoppa,supplement,control,9/15/2021,4,H3,226224,not noted,not noted,not noted,not noted,not noted,S,NM,,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/15/2021,4,C6,226144,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/15/2021,4,D5,226210,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,kuoppa,supplement,control,9/15/2021,4,F1,226207,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/17/2021,2,G2,219726,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,H2,219793,not noted,not noted,not noted,not noted,not noted,R,SK,multicap w/ vole,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,H2,219758,not noted,not noted,not noted,not noted,not noted,R,SK,"multicap w/ vole, FR0888 needed but released 5-3",,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,G6,226795,not noted,not noted,not noted,not noted,not noted,R,SK,0898 more FE collected 5-3,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,H5,226141,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,K1,219648,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,K1,226753,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,K3,226090,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,K2,226087,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,J5,219652,not noted,not noted,not noted,not noted,not noted,R,BN,FE+FR collected 5-3,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,D4,226216,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,E1,219634,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,E4,219696,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,F2,219726,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,F4,226709,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,B5,219601,not noted,not noted,not noted,not noted,not noted,R,SC,multicap w/ vole,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,B5,226213,not noted,not noted,not noted,not noted,not noted,R,SC,multicap w/ vole,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,A6,219623,not noted,not noted,not noted,not noted,not noted,R,SC,multicap w/ vole,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,A6,219604,not noted,not noted,not noted,not noted,not noted,R,SC,"multicap w/ vole, FE0870 collected",,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,3,B2,219655,not noted,not noted,not noted,not noted,not noted,R,SC,multicap w. vole,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,K6,219609,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,K1,219648,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,J1,226753,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
